,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1152,33,unemployed,single,unknown,no,no,no,cellular,jul,tue,211,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1153,33,services,married,high.school,no,unknown,unknown,cellular,may,fri,333,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
1154,59,retired,married,basic.4y,no,yes,yes,cellular,aug,thu,265,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1155,29,services,married,basic.9y,no,yes,no,telephone,may,wed,94,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1156,36,admin.,married,high.school,no,no,no,telephone,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1157,41,admin.,single,unknown,unknown,yes,no,cellular,apr,fri,464,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1158,55,technician,married,basic.9y,unknown,no,no,telephone,jun,mon,362,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1159,39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,997,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1160,48,services,married,basic.6y,no,no,no,cellular,jul,wed,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1161,56,admin.,married,university.degree,no,yes,no,cellular,jul,fri,177,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
1162,63,technician,married,unknown,no,yes,no,cellular,aug,tue,173,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
1163,50,self-employed,married,basic.9y,unknown,no,no,cellular,may,thu,287,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
1164,42,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,454,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1165,43,unemployed,married,university.degree,unknown,no,no,telephone,jun,mon,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1166,32,admin.,married,university.degree,no,yes,yes,cellular,nov,thu,51,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1167,28,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
1168,26,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,649,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
1169,24,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,470,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
1170,38,blue-collar,divorced,unknown,no,no,no,telephone,jun,fri,278,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1171,30,services,married,high.school,unknown,yes,no,cellular,nov,thu,175,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1172,29,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,13,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
1173,56,management,married,university.degree,no,no,no,cellular,jul,tue,442,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1174,36,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,762,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
1175,33,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,88,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1176,47,services,married,unknown,no,no,no,telephone,may,wed,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1177,50,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1178,41,services,married,basic.9y,no,no,no,telephone,may,tue,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1179,54,entrepreneur,divorced,unknown,no,no,yes,cellular,apr,thu,461,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
1180,32,blue-collar,married,basic.9y,no,unknown,unknown,telephone,apr,fri,108,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
1181,38,admin.,single,university.degree,no,no,no,telephone,may,tue,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1182,34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,no
1183,34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,192,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
1184,55,admin.,married,unknown,no,yes,yes,cellular,nov,thu,591,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1185,31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,201,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1186,43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1187,59,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,thu,458,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1188,53,technician,married,university.degree,no,unknown,unknown,cellular,apr,thu,758,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,yes
1189,56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,1551,1,999,2,failure,-3.4,92.379,-29.8,0.762,5017.5,no
1190,32,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jul,tue,258,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1191,36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,159,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
1192,42,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1193,29,admin.,married,university.degree,no,yes,no,cellular,aug,mon,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1194,33,services,married,high.school,unknown,no,no,cellular,nov,thu,117,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1195,56,technician,married,unknown,no,no,no,telephone,jun,fri,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1196,31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1197,34,management,married,high.school,no,yes,no,cellular,nov,wed,228,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
1198,33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,78,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1199,23,housemaid,single,basic.4y,no,no,yes,cellular,may,thu,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
1200,26,services,single,high.school,unknown,yes,yes,telephone,jul,fri,11,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
1201,55,management,married,university.degree,no,no,no,cellular,aug,mon,106,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1202,47,services,divorced,basic.4y,no,yes,no,telephone,jun,fri,60,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1203,36,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,fri,324,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1204,33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
1205,60,retired,married,basic.4y,unknown,yes,no,telephone,may,fri,557,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1206,49,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
1207,35,admin.,married,high.school,unknown,unknown,unknown,telephone,may,wed,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
1208,47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,480,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1209,30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1210,27,blue-collar,single,basic.9y,no,no,yes,telephone,jun,thu,869,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
1211,36,admin.,single,high.school,no,no,no,cellular,jul,tue,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1212,46,services,divorced,high.school,no,no,no,cellular,may,mon,222,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1213,30,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,149,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
1214,88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,82,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
1215,45,services,divorced,high.school,unknown,no,no,telephone,may,mon,166,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1216,30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,82,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
1217,43,technician,single,basic.9y,no,yes,no,telephone,jun,fri,461,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1218,48,retired,married,basic.4y,unknown,yes,yes,telephone,jul,mon,27,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1219,56,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1220,42,technician,single,high.school,unknown,yes,no,telephone,may,wed,617,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1221,30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1222,56,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1223,35,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,61,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1224,39,services,single,high.school,unknown,no,no,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
1225,49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
1226,30,admin.,married,university.degree,no,yes,no,cellular,may,fri,129,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
1227,39,admin.,married,university.degree,no,no,no,telephone,jun,tue,979,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1228,32,technician,single,university.degree,no,yes,no,telephone,jul,thu,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1229,59,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,630,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1230,38,technician,married,high.school,no,unknown,unknown,cellular,aug,tue,234,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1231,49,technician,married,professional.course,no,yes,no,cellular,jul,fri,354,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
1232,28,admin.,married,high.school,no,unknown,unknown,cellular,jul,tue,502,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1233,39,technician,married,high.school,no,yes,no,cellular,may,tue,451,4,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
1234,37,blue-collar,married,basic.6y,no,unknown,unknown,cellular,oct,fri,93,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
1235,51,services,married,basic.9y,no,yes,no,telephone,jun,fri,250,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1236,31,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
1237,59,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,142,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1238,46,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1239,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1240,28,management,single,university.degree,no,no,no,telephone,jun,thu,651,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
1241,31,admin.,married,university.degree,no,yes,no,telephone,may,thu,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
1242,26,services,single,high.school,no,yes,no,telephone,may,tue,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1243,36,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,221,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1244,50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,57,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1245,41,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,263,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
1246,50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,73,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1247,32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,204,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
1248,56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,83,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1249,42,admin.,married,high.school,no,yes,no,cellular,may,tue,111,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1250,38,technician,married,professional.course,unknown,no,no,telephone,may,mon,407,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1251,36,admin.,single,university.degree,no,no,no,telephone,may,mon,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
1252,45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,134,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1253,52,retired,married,basic.4y,unknown,unknown,unknown,cellular,jul,thu,143,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1254,55,technician,married,university.degree,no,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1255,38,self-employed,single,university.degree,no,no,no,telephone,may,thu,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
1256,71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no
1257,22,services,single,basic.4y,no,no,no,telephone,may,wed,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
1258,30,admin.,single,university.degree,no,no,no,cellular,nov,fri,331,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
1259,78,retired,married,high.school,no,yes,no,cellular,may,mon,754,2,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no
1260,30,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,589,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
1261,51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,89,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no
1262,35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1263,26,student,single,unknown,no,yes,no,cellular,nov,wed,92,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
1264,34,services,married,high.school,no,no,no,telephone,jun,fri,9,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1265,49,management,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1266,50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1267,51,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1268,57,retired,married,university.degree,no,yes,no,cellular,aug,wed,187,1,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,no
1269,33,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,76,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
1270,35,admin.,married,university.degree,no,no,no,telephone,may,wed,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1271,37,admin.,single,high.school,no,no,no,cellular,jul,thu,609,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes
1272,39,admin.,single,university.degree,no,yes,no,cellular,nov,wed,514,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
1273,39,services,married,high.school,no,no,no,telephone,may,tue,919,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1274,20,student,single,high.school,no,no,no,cellular,nov,wed,187,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
1275,55,blue-collar,married,professional.course,unknown,yes,no,telephone,may,fri,530,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1276,27,student,single,professional.course,no,no,no,telephone,nov,thu,72,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,no
1277,33,admin.,married,high.school,no,no,no,cellular,jul,fri,595,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
1278,24,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
1279,39,management,married,university.degree,no,no,no,cellular,aug,mon,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1280,55,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,142,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1281,35,unknown,married,basic.9y,no,no,no,telephone,may,thu,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
1282,55,retired,divorced,basic.4y,unknown,no,no,cellular,may,wed,526,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
1283,42,self-employed,married,high.school,no,no,no,telephone,may,tue,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1284,50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,59,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1285,39,management,married,university.degree,no,yes,no,cellular,may,fri,53,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
1286,40,services,single,high.school,no,no,no,cellular,may,wed,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
1287,51,services,single,high.school,unknown,no,no,telephone,jun,mon,329,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1288,59,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1289,54,technician,married,high.school,no,no,no,cellular,apr,mon,58,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1290,42,management,married,university.degree,unknown,yes,no,cellular,aug,thu,109,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1291,33,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,679,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
1292,26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,68,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1293,27,management,married,university.degree,no,no,no,cellular,apr,mon,54,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
1294,30,technician,single,high.school,no,yes,no,cellular,aug,thu,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1295,42,self-employed,married,high.school,unknown,yes,no,cellular,nov,thu,77,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1296,53,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,126,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
1297,36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,331,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6,yes
1298,29,management,single,university.degree,no,yes,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1299,45,services,married,professional.course,no,unknown,unknown,cellular,aug,fri,133,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1300,35,services,single,basic.9y,no,no,no,cellular,jul,fri,102,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1301,33,blue-collar,married,high.school,unknown,yes,no,cellular,mar,tue,494,1,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,no
1302,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,19,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1303,29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
1304,32,admin.,married,high.school,no,yes,yes,telephone,apr,mon,24,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1305,34,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,35,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
1306,36,blue-collar,married,high.school,no,yes,no,cellular,dec,thu,234,1,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,no
1307,51,management,married,university.degree,no,no,no,telephone,jun,wed,16,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1308,34,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,23,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
1309,50,technician,married,university.degree,no,yes,yes,cellular,sep,wed,1353,2,999,0,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,no
1310,54,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,65,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1311,53,management,married,university.degree,no,no,no,cellular,aug,thu,88,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1312,52,blue-collar,married,high.school,no,no,no,cellular,may,tue,57,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1313,71,retired,married,high.school,no,no,no,cellular,sep,mon,363,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
1314,52,retired,married,university.degree,no,yes,yes,telephone,nov,mon,215,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
1315,53,technician,married,professional.course,no,no,no,telephone,may,tue,332,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1316,36,admin.,single,university.degree,no,yes,no,cellular,nov,thu,287,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1317,43,admin.,married,high.school,no,yes,no,telephone,may,thu,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
1318,31,technician,single,professional.course,no,no,no,cellular,aug,mon,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1319,58,admin.,single,university.degree,no,no,no,telephone,may,mon,1234,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
1320,46,technician,married,university.degree,no,no,no,cellular,jul,thu,124,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1321,38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,456,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1322,34,admin.,married,university.degree,no,no,no,cellular,may,wed,329,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
1323,37,services,married,high.school,unknown,yes,no,telephone,may,mon,58,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1324,40,self-employed,single,university.degree,no,no,yes,cellular,jun,wed,54,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
1325,42,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,256,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1326,40,technician,single,high.school,no,no,no,cellular,aug,fri,85,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1327,27,unemployed,married,high.school,no,yes,no,telephone,jun,fri,23,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1328,57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1329,45,services,married,high.school,unknown,yes,no,cellular,apr,mon,79,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1330,46,admin.,divorced,university.degree,no,yes,yes,cellular,nov,wed,184,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
1331,47,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,129,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no
1332,56,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,687,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1333,32,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,314,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1334,54,services,married,unknown,no,no,no,telephone,may,tue,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1335,58,services,married,high.school,no,no,no,cellular,aug,fri,155,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1336,30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1337,39,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,thu,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1338,41,services,married,high.school,unknown,yes,no,cellular,nov,thu,255,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
1339,32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,428,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1340,32,services,married,high.school,no,no,no,telephone,may,tue,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1341,29,management,single,university.degree,no,yes,yes,telephone,may,mon,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1342,43,management,divorced,high.school,no,yes,no,cellular,nov,mon,488,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
1343,41,services,divorced,basic.9y,no,yes,no,telephone,may,wed,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1344,30,admin.,married,university.degree,no,yes,no,telephone,may,fri,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
1345,28,services,married,high.school,no,unknown,unknown,cellular,jul,thu,81,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1346,35,admin.,single,high.school,no,yes,no,cellular,nov,tue,106,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
1347,44,blue-collar,married,basic.6y,no,yes,no,telephone,sep,thu,10,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no
1348,25,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
